Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,Administered_7_Day_Rolling_Average,Admin_Dose_1_Daily,Admin_Dose_1_Cumulative,Admin_Dose_1_Day_Rolling_Average,date_type,Administered_daily_change_report,Administered_daily_change_report_7dayroll,Series_Complete_Daily,Series_Complete_Cumulative,Series_Complete_Day_Rolling_Average
02/07/2021,6,MP,11,11952,254,1,7877,138,Admin,11,255,10,4067,116
02/07/2021,6,ME,764,203347,6425,636,148066,4152,Admin,764,6425,127,53022,2254
02/07/2021,6,NM,9182,331793,9664,4814,245330,5766,Report,9182,9664,0,0,0
02/07/2021,6,AS,0,12259,333,0,9779,122,Report,0,333,0,0,0
02/07/2021,6,GU,343,39589,1055,200,29570,720,Admin,343,1055,141,9385,319
02/07/2021,6,ME,9823,178449,5442,6146,132273,3801,Report,9823,5442,0,0,0
02/07/2021,6,FL,221688,2607527,92557,100500,1965590,44226,Report,221688,92557,0,0,0
02/07/2021,6,FM,80,7415,493,79,7309,482,Report,80,493,0,0,0
02/07/2021,6,SC,2527,693368,24421,1623,533386,15220,Admin,2527,24422,901,149825,8599
02/07/2021,6,IA,6494,414680,16982,5105,291013,10626,Admin,6494,16982,1383,117733,6060
02/07/2021,6,SD,699,165008,4761,193,116961,2771,Admin,699,4762,503,47919,1985
02/07/2021,6,NY,111551,2336867,65915,61049,1722302,35527,Report,111551,65915,0,0,0
02/07/2021,6,WV,737,358791,9875,323,244930,4200,Admin,737,9875,414,113706,5672
02/07/2021,6,TX,32249,4111079,143798,21024,3026580,84692,Admin,32249,143799,11152,1078029,58954
02/07/2021,6,VT,4188,87180,2857,2226,60863,1470,Report,4188,2857,0,0,0
02/07/2021,6,LA,29210,599941,22318,11792,431119,8805,Report,29210,22318,0,0,0
02/07/2021,6,OK,32494,573746,19394,18253,424612,9674,Report,32494,19394,0,0,0
02/07/2021,6,NE,12469,230874,7595,6340,163479,4354,Report,12469,7595,0,0,0
02/07/2021,6,PR,1188,490933,15605,754,359778,9634,Admin,1188,15606,433,128876,5947
02/07/2021,6,VA,50793,1103370,38593,33255,875842,26851,Report,50793,38593,0,0,0
02/07/2021,6,MI,8645,1446900,48089,4041,1040673,24490,Admin,8645,48090,4442,382574,23038
02/07/2021,6,MI,58759,1251940,39273,28332,924494,21650,Report,58759,39273,0,0,0
02/07/2021,6,LTC,210182,4839144,165061,112609,3718626,87974,Report,210182,165061,0,0,0
02/07/2021,6,MT,6882,137765,4749,4868,101262,3097,Report,6882,4749,0,0,0
02/07/2021,6,NV,4397,405137,13170,3929,318171,7948,Admin,4397,13170,411,79407,4771
02/06/2021,5,AZ,45247,1054249,39807,32099,830676,26753,Admin,45247,39807,11897,217670,12577
02/06/2021,5,LTC,209329,4628962,160504,103594,3606017,88337,Report,209329,160504,0,0,0
02/06/2021,5,NH,8033,161178,5348,3979,116523,2911,Report,8033,5348,0,0,0
02/06/2021,5,WI,43089,638241,26856,29389,521331,20771,Report,43089,26856,0,0,0
02/06/2021,5,CO,33157,694860,21358,16643,512024,12710,Report,33157,21358,0,0,0
02/06/2021,5,WY,1509,91135,2894,409,69056,1574,Admin,1509,2895,1099,21700,1295
02/06/2021,5,GU,1865,39246,1012,1034,29370,698,Admin,1865,1012,829,9244,299
02/06/2021,5,IL,50187,1679637,66532,40256,1287238,51480,Admin,50187,66532,9454,342259,13760
02/06/2021,5,NE,4139,298156,9415,2509,212460,5918,Admin,4139,9416,1573,82430,3387
02/06/2021,5,VA,37801,1300411,40111,27498,1011255,25165,Admin,37801,40112,9815,252198,14437
02/06/2021,5,NV,17929,322252,14009,11174,264060,10412,Report,17929,14009,0,0,0
02/06/2021,5,SD,5999,127592,3535,2961,88882,2093,Report,5999,3535,0,0,0
02/06/2021,5,FL,125095,2385839,70806,52367,1865090,36381,Report,125095,70806,0,0,0
02/06/2021,5,UT,23790,400285,16255,13113,284458,8120,Report,23790,16255,0,0,0
02/06/2021,5,AK,5145,139147,3411,1938,103163,1624,Report,5145,3411,0,0,0
02/06/2021,5,IA,15150,308527,10093,8744,224437,5986,Report,15150,10093,0,0,0
02/06/2021,5,AZ,47330,766788,29917,32225,629750,22833,Report,47330,29917,0,0,0
02/06/2021,5,KS,6906,407571,14132,4234,298958,8501,Admin,6906,14132,2545,102807,5474
02/06/2021,5,FL,84518,3470813,121014,41455,2356275,46929,Admin,84518,121014,40836,1032774,69961
02/06/2021,5,NJ,156553,1041289,38906,66132,791011,20282,Report,156553,38906,0,0,0
02/06/2021,5,HI,9346,179059,8365,6018,132701,5137,Report,9346,8365,0,0,0
02/06/2021,5,IA,17570,408186,16437,14603,285908,10097,Admin,17570,16437,2799,116350,6037
02/06/2021,5,MI,35312,1438255,48007,18186,1036632,24668,Admin,35312,48007,16727,378132,22790
02/06/2021,5,MP,208,11941,267,90,7876,138,Admin,208,267,118,4057,129
02/06/2021,5,PR,3853,489745,15880,2648,359024,9692,Admin,3853,15880,1202,128443,6163
02/06/2021,5,IL,82442,1329963,54451,66142,1028487,42212,Report,82442,54451,0,0,0
02/06/2021,5,MO,47761,583949,25073,35840,448830,19381,Report,47761,25073,0,0,0
02/06/2021,5,RI,4881,111830,3391,3145,81085,2202,Report,4881,3391,0,0,0
02/06/2021,5,NC,61166,1171240,38929,37356,939554,25274,Report,61166,38929,0,0,0
02/06/2021,5,KS,16628,280252,10533,11173,218170,7118,Report,16628,10533,0,0,0
02/06/2021,5,TN,11700,929900,29543,8586,635214,17619,Admin,11700,29543,2630,281651,11169
02/06/2021,5,VT,1705,104616,3052,962,71916,1628,Admin,1705,3052,741,32462,1417
02/06/2021,5,US,2218752,39037964,1351437,1341467,30250964,883828,Report,2218752,1351437,0,0,0
02/06/2021,5,GU,1590,28959,929,1324,23195,773,Report,1590,929,0,0,0
02/06/2021,5,US,1289834,48221677,1640884,855629,36025974,985062,Admin,1289834,1640884,414825,11482357,631597
02/06/2021,5,MA,36182,989350,38137,28939,758150,27330,Admin,36182,38137,6963,219912,10335
02/06/2021,5,LA,34327,570731,21403,15306,419327,9186,Report,34327,21403,0,0,0
02/06/2021,5,NJ,39046,1141569,37573,25626,881277,21972,Admin,39046,37574,13271,253075,15492
02/06/2021,5,MN,14005,804912,26129,11361,613006,18688,Admin,14005,26130,2598,187911,7304
02/06/2021,5,CO,31750,866103,28369,17945,610716,14152,Admin,31750,28369,13600,245788,13877
02/06/2021,5,PA,66962,1338491,43724,43319,1036395,30929,Report,66962,43724,0,0,0
02/06/2021,5,WV,23051,314870,8353,10570,214301,3297,Report,23051,8353,0,0,0
02/06/2021,5,DC,3169,102031,3623,1811,71810,1749,Report,3169,3623,0,0,0
02/06/2021,5,NY,84155,2855723,83509,47707,2030907,41302,Admin,84155,83509,31126,703182,39857
02/06/2021,5,VI,582,9466,500,288,6961,295,Report,582,500,0,0,0
02/06/2021,5,VT,2938,82992,2745,1205,58637,1452,Report,2938,2745,0,0,0
02/06/2021,5,IN,24233,1013277,34024,13546,735346,20405,Admin,24233,34024,9887,241276,12152
02/06/2021,5,NV,12801,400740,12780,8463,314242,7556,Admin,12801,12781,4211,78996,4782
02/06/2021,5,RP,107,3471,51,0,3112,0,Admin,107,51,107,359,51
02/06/2021,5,DC,3700,141904,4135,2518,100630,2052,Admin,3700,4136,1148,37627,1942
02/06/2021,5,VI,20,14388,506,11,10712,243,Admin,20,506,9,3652,261
02/06/2021,5,RP,0,3360,36,0,3109,0,Report,0,36,0,0,0
02/06/2021,5,MA,42046,727120,25720,31976,571853,19000,Report,42046,25720,0,0,0
02/06/2021,5,DE,4249,118475,3709,2697,94962,2569,Report,4249,3709,0,0,0
02/06/2021,5,AS,230,12259,333,4,9779,122,Report,230,333,0,0,0
02/06/2021,5,TN,33811,752298,25451,21163,521621,14986,Report,33811,25451,0,0,0
02/06/2021,5,AS,2,12947,273,0,9998,9,Admin,2,273,2,2935,264
02/06/2021,5,FM,330,7335,481,287,7230,471,Report,330,481,0,0,0
02/06/2021,5,MO,20041,831432,28434,15163,623799,20009,Admin,20041,28435,3930,190644,8036
02/06/2021,5,RI,4985,142749,4286,3279,101315,2670,Admin,4985,4286,1707,41409,1614
02/06/2021,5,MT,2530,174681,5767,1829,125195,3530,Admin,2530,5767,665,47673,2162
02/06/2021,5,OK,30559,541252,18707,13046,406359,9568,Report,30559,18707,0,0,0
02/06/2021,5,OH,65250,1242487,47355,39299,975620,30898,Report,65250,47355,0,0,0
02/06/2021,5,VA,58729,1052577,38094,36963,842587,27744,Report,58729,38094,0,0,0
02/06/2021,5,UT,9010,438157,14668,6183,327813,8697,Admin,9010,14669,2811,109958,5943
02/06/2021,5,CA,172768,5477934,205363,134365,4393611,152647,Admin,172768,205364,36376,1028603,49293
02/06/2021,5,MI,59006,1193181,38680,29396,896162,23037,Report,59006,38680,0,0,0
02/06/2021,5,WA,39829,867773,31975,25976,684484,22860,Report,39829,31975,0,0,0
02/06/2021,5,KY,13593,649420,23583,8178,483204,12671,Admin,13593,23583,5386,161493,10755
02/06/2021,5,CT,17053,519400,14030,7927,395554,7810,Report,17053,14030,0,0,0
02/06/2021,5,IN,38883,749771,20369,25148,593266,13931,Report,38883,20369,0,0,0
02/06/2021,5,MS,5917,362340,14032,3554,292628,8336,Admin,5917,14033,2352,68912,5662
02/06/2021,5,HI,5546,265809,8703,4645,202273,5419,Admin,5546,8704,901,63318,3280
02/06/2021,5,WI,20200,865207,35048,15966,654928,23506,Admin,20200,35049,3568,185997,10396
02/06/2021,5,NM,15615,483788,14827,11027,349393,8510,Admin,15615,14827,3891,127762,6083
02/06/2021,5,MN,68913,703366,31074,49892,509608,18997,Report,68913,31074,0,0,0
02/06/2021,5,MT,8347,130883,4516,4783,96394,2995,Report,8347,4516,0,0,0
02/06/2021,5,ID,16826,176220,8784,13663,133810,5740,Report,16826,8784,0,0,0
02/06/2021,5,KY,33391,517168,18738,18888,406790,11744,Report,33391,18738,0,0,0
02/06/2021,5,AK,4753,180539,5502,3157,127171,2199,Admin,4753,5502,1582,52512,3258
02/06/2021,5,MS,24580,300464,11140,14530,252569,7593,Report,24580,11140,0,0,0
02/06/2021,5,ME,5597,202583,6364,4114,147430,4079,Admin,5597,6365,1466,52895,2267
02/06/2021,5,TX,125581,4078830,143022,76907,3005556,83705,Admin,125581,143022,48528,1066877,59152
02/06/2021,5,ID,8470,233029,8691,6777,171647,6267,Admin,8470,8692,1663,47040,2225
02/06/2021,5,CT,12109,586728,14468,6752,429869,7279,Admin,12109,14469,5228,146637,7104
02/06/2021,5,CA,216968,4137600,148831,161822,3389906,118050,Report,216968,148831,0,0,0
02/06/2021,5,ME,9390,168626,5223,7103,126127,3808,Report,9390,5223,0,0,0
02/06/2021,5,SC,23987,542879,19288,16560,435079,13648,Report,23987,19288,0,0,0
02/06/2021,5,LTC,110955,5006484,164606,58581,3596773,79790,Admin,110955,164607,51621,1377499,83807
02/06/2021,5,SC,14756,690841,24606,9524,531763,15449,Admin,14756,24607,5172,148924,8554
02/06/2021,5,AR,5945,462017,13355,3093,345737,7375,Admin,5945,13355,2842,111506,5889
02/06/2021,5,MP,365,11697,281,137,7770,157,Report,365,281,0,0,0
02/06/2021,5,OH,42694,1598541,58587,30420,1211318,36561,Admin,42694,58587,11863,375639,21362
02/06/2021,5,GA,16058,1337718,37855,7232,1016330,19934,Admin,16058,37855,8323,278251,16899
02/06/2021,5,ND,7915,120742,4165,3610,81935,2150,Report,7915,4165,0,0,0
02/06/2021,5,NY,93011,2225316,61912,50421,1661253,34840,Report,93011,61912,0,0,0
02/06/2021,5,AR,23499,374674,12289,15694,290153,8031,Report,23499,12289,0,0,0
02/06/2021,5,MH,211,6176,262,202,5524,226,Admin,211,263,9,596,36
02/06/2021,5,OR,25408,625349,20880,15516,462402,11488,Admin,25408,20880,9834,158089,9278
02/06/2021,5,NH,4112,177235,5414,2526,125672,3037,Admin,4112,5414,1579,51288,2368
02/06/2021,5,NM,15666,322611,10613,8652,240516,6456,Report,15666,10613,0,0,0
02/06/2021,5,WY,4441,71858,3242,2446,56076,2091,Report,4441,3242,0,0,0
02/06/2021,5,MD,20014,809401,26925,13330,616329,14902,Admin,20014,26925,6584,189926,11810
02/06/2021,5,OR,22722,509875,18212,11435,389513,10650,Report,22722,18212,0,0,0
02/06/2021,5,PA,55363,1866810,59439,41482,1422324,38941,Admin,55363,59440,13613,433617,20080
02/06/2021,5,LA,11641,703979,25777,3699,494276,10286,Admin,11641,25777,7905,207310,15345
02/06/2021,5,FM,92,7664,379,91,7459,358,Admin,92,380,1,172,22
02/06/2021,5,MD,32191,626838,21580,17858,496331,13992,Report,32191,21580,0,0,0
02/06/2021,5,TX,177169,3107936,109611,113441,2371311,69214,Report,177169,109611,0,0,0
02/06/2021,5,AL,7356,521794,17998,5562,418937,12272,Admin,7356,17999,1770,101216,5615
02/06/2021,5,GA,47241,1098863,34588,27054,887597,22640,Report,47241,34588,0,0,0
02/06/2021,5,NE,14269,218405,7304,9556,157139,4554,Report,14269,7304,0,0,0
02/06/2021,5,PR,11670,299694,9091,7702,229133,6500,Report,11670,9091,0,0,0
02/06/2021,5,MH,187,4740,107,187,4259,77,Report,187,107,0,0,0
02/06/2021,5,SD,2476,164309,4702,1868,116768,2758,Admin,2476,4702,605,47416,1940
02/06/2021,5,OK,11958,760046,25370,6340,546379,11280,Admin,11958,25371,5603,206128,13965
02/06/2021,5,ND,2315,145161,4688,1595,100149,2686,Admin,2315,4688,719,42927,1971
02/06/2021,5,WV,8573,358054,9783,4320,244607,4155,Admin,8573,9784,4251,113292,5626
02/06/2021,5,WA,34248,1139581,36801,22776,876785,23961,Admin,34248,36801,11305,243740,12524
02/06/2021,5,DE,3008,146802,3615,2271,115923,2356,Admin,3008,3616,722,29559,1237
02/06/2021,5,NC,43011,1516026,49774,26386,1174015,27989,Admin,43011,49775,16512,337584,21643
02/06/2021,5,AL,24576,455173,16105,16753,370275,11701,Report,24576,16105,0,0,0
02/05/2021,5,TX,125408,2930767,101557,76560,2257870,64797,Report,125408,101557,0,0,0
02/05/2021,5,NE,16348,294017,9248,11408,209951,5764,Admin,16348,9248,4809,80857,3378
02/05/2021,5,VA,55778,1262610,43088,32542,983757,28703,Admin,55778,43089,22556,242383,13901
02/05/2021,5,MD,28826,594647,21726,14588,478473,14707,Report,28826,21726,0,0,0
02/05/2021,5,WY,3953,89626,2819,1678,68647,1638,Admin,3953,2819,2257,20601,1155
02/05/2021,5,US,1615502,36819212,1276364,1004300,28909497,864454,Report,1615502,1276364,0,0,0
02/05/2021,5,OK,41884,748088,24517,21304,540039,10933,Admin,41884,24518,20415,200525,13458
02/05/2021,5,RP,132,3360,39,0,3109,3,Report,132,39,0,0,0
02/05/2021,5,NC,46600,1110074,36979,26823,902198,24670,Report,46600,36979,0,0,0
02/05/2021,5,DE,5953,143794,3891,4415,113652,2595,Admin,5953,3892,1520,28837,1258
02/05/2021,5,KS,22062,400665,13788,14443,294724,8236,Admin,22062,13789,7468,100262,5410
02/05/2021,5,ID,17497,159394,7217,7037,120147,4453,Report,17497,7217,0,0,0
02/05/2021,5,NH,8059,153145,5105,4432,112544,2891,Report,8059,5105,0,0,0
02/05/2021,5,NJ,33015,884736,22473,20922,724879,15466,Report,33015,22473,0,0,0
02/05/2021,5,ND,5927,112827,3807,3938,78325,2079,Report,5927,3807,0,0,0
02/05/2021,5,IN,41701,989044,33434,22864,721800,20198,Admin,41701,33434,17484,231389,11704
02/05/2021,5,AK,4066,134002,3372,1629,101225,1796,Report,4066,3372,0,0,0
02/05/2021,5,VI,672,8884,518,436,6673,329,Report,672,518,0,0,0
02/05/2021,5,CA,196829,3920632,144296,142152,3228084,116061,Report,196829,144296,0,0,0
02/05/2021,5,NH,8573,173123,5436,4595,123146,3015,Admin,8573,5436,3967,49709,2412
02/05/2021,5,VI,812,14368,522,304,10701,259,Admin,812,523,507,3643,261
02/05/2021,5,AS,419,12945,273,4,9998,9,Admin,419,273,415,2933,264
02/05/2021,5,FL,36990,2260744,66357,19098,1812723,36935,Report,36990,66357,0,0,0
02/05/2021,5,GU,1301,27369,874,1086,21871,732,Report,1301,874,0,0,0
02/05/2021,5,MA,32145,685074,23510,22742,539877,16725,Report,32145,23510,0,0,0
02/05/2021,5,OK,26309,510693,17715,11269,393313,9955,Report,26309,17715,0,0,0
02/05/2021,5,WI,46240,595152,26898,33621,491942,21807,Report,46240,26898,0,0,0
02/05/2021,5,OH,81231,1555847,57430,51843,1180898,36286,Admin,81231,57431,28629,363776,20475
02/05/2021,5,AS,772,12029,301,14,9775,121,Report,772,301,0,0,0
02/05/2021,5,AZ,33342,719458,28337,23680,597525,22518,Report,33342,28337,0,0,0
02/05/2021,5,OR,27529,599941,19528,13016,446886,10917,Admin,27529,19529,14468,148255,8496
02/05/2021,5,RP,1,3364,36,0,3112,0,Admin,1,36,1,252,35
02/05/2021,5,AZ,51646,1009002,36927,32344,798577,25210,Admin,51646,36928,18882,205773,11406
02/05/2021,5,PA,52794,1271529,42684,34489,993076,30831,Report,52794,42684,0,0,0
02/05/2021,5,NY,72004,2132305,61298,34279,1610832,35837,Report,72004,61298,0,0,0
02/05/2021,5,IA,29259,390616,14539,18283,271305,8323,Admin,29259,14539,10397,113551,5936
02/05/2021,5,PR,23385,485892,16255,14775,356376,9896,Admin,23385,16256,8529,127241,6333
02/05/2021,5,IL,93496,1629450,64355,72317,1246982,49794,Admin,93496,64356,19749,332805,13233
02/05/2021,5,IA,14125,293377,9861,9177,215693,5863,Report,14125,9861,0,0,0
02/05/2021,5,DC,6061,138204,4193,2405,98112,2208,Admin,6061,4194,3178,36479,1836
02/05/2021,5,AL,22944,514438,17462,14760,413375,11952,Admin,22944,17462,8018,99446,5402
02/05/2021,5,CA,277475,5305166,201242,189451,4259246,151465,Admin,277475,201242,83532,992227,46446
02/05/2021,5,GA,48022,1321660,37718,22763,1009098,20475,Admin,48022,37719,23744,269928,16249
02/05/2021,5,CO,41814,834353,26758,18630,592771,13882,Admin,41814,26759,22650,232188,12526
02/05/2021,5,ME,5797,159236,5147,4062,119024,3644,Report,5797,5147,0,0,0
02/05/2021,5,OH,49155,1177237,47734,27327,936321,31378,Report,49155,47734,0,0,0
02/05/2021,5,VA,44782,993848,38440,31034,805624,29539,Report,44782,38440,0,0,0
02/05/2021,5,UT,23026,376495,15053,12776,271345,7411,Report,23026,15053,0,0,0
02/05/2021,5,AR,20778,456072,13092,10691,342644,7231,Admin,20778,13092,9957,108664,5770
02/05/2021,5,HI,18606,169713,8364,6150,126683,5322,Report,18606,8364,0,0,0
02/05/2021,5,MO,51794,811391,27758,36908,608636,19845,Admin,51794,27759,14508,186714,7641
02/05/2021,5,FM,350,7572,402,287,7368,380,Admin,350,402,63,171,22
02/05/2021,5,AL,22169,430597,18526,14677,353522,13846,Report,22169,18526,0,0,0
02/05/2021,5,PR,9703,288024,9103,6770,221431,6656,Report,9703,9103,0,0,0
02/05/2021,5,LA,26422,536404,19727,10632,404021,9224,Report,26422,19727,0,0,0
02/05/2021,5,LA,35144,692338,26541,14784,490577,10433,Admin,35144,26541,20162,199405,15956
02/05/2021,5,MT,7927,172151,5612,4661,123366,3414,Admin,7927,5613,3156,47008,2126
02/05/2021,5,ME,11007,196986,6203,6796,143316,4018,Admin,11007,6204,4173,51429,2162
02/05/2021,5,US,2320188,46931843,1601397,1353322,35170345,971641,Admin,2320188,1601397,937331,11067532,606190
02/05/2021,5,LTC,209606,4419633,157910,105602,3502423,90707,Report,209606,157910,0,0,0
02/05/2021,5,NE,9010,204136,6538,5926,147583,3923,Report,9010,6538,0,0,0
02/05/2021,5,LTC,208248,4895529,162513,106096,3538192,79639,Admin,208248,162513,100732,1325878,81918
02/05/2021,5,KY,34567,635827,23053,17173,475026,12657,Admin,34567,23053,17249,156107,10240
02/05/2021,5,VT,4101,102911,2942,2530,70954,1559,Admin,4101,2942,1566,31721,1377
02/05/2021,5,FM,306,7005,434,297,6943,430,Report,306,434,0,0,0
02/05/2021,5,NC,72818,1473015,48032,41182,1147629,27559,Admin,72818,48032,31441,321072,20335
02/05/2021,5,NV,12722,304323,13448,8505,252886,10440,Report,12722,13448,0,0,0
02/05/2021,5,MP,372,11733,283,136,7786,157,Admin,372,283,236,3939,125
02/05/2021,5,CT,20521,502347,14140,11832,387627,8354,Report,20521,14140,0,0,0
02/05/2021,5,NV,17695,387939,12476,10333,305779,7549,Admin,17695,12476,7259,74785,4494
02/05/2021,5,NY,131663,2771568,78923,68129,1983200,40214,Admin,131663,78923,60025,672056,36866
02/05/2021,5,TN,34245,718487,24652,22674,500458,14215,Report,34245,24652,0,0,0
02/05/2021,5,FL,162070,3386295,117729,70196,2314820,44571,Admin,162070,117729,88084,991938,68946
02/05/2021,5,RI,3073,106949,3335,1977,77940,2097,Report,3073,3335,0,0,0
02/05/2021,5,MN,0,634453,27729,0,459716,17058,Report,0,27729,0,0,0
02/05/2021,5,IN,39697,710888,18509,26849,568118,13170,Report,39697,18509,0,0,0
02/05/2021,5,MS,22514,356423,13431,13183,289074,8036,Admin,22514,13431,9260,66560,5362
02/05/2021,5,WA,43739,1105333,37141,25903,854009,24503,Admin,43739,37141,17450,232435,12291
02/05/2021,5,MO,30981,536188,18250,24298,412990,14261,Report,30981,18250,0,0,0
02/05/2021,5,CO,22780,661703,19975,10049,495381,12206,Report,22780,19975,0,0,0
02/05/2021,5,SC,32466,676085,24455,17629,522239,15795,Admin,32466,24455,13660,143752,8059
02/05/2021,5,SD,5977,161833,4522,3652,114900,2573,Admin,5977,4522,2322,46811,1945
02/05/2021,5,MD,40161,789387,27193,21486,602999,15768,Admin,40161,27193,18451,183342,11219
02/05/2021,5,WV,25137,349481,9109,11897,240287,3747,Admin,25137,9110,13236,109041,5360
02/05/2021,5,HI,11301,260263,8728,6053,197628,5480,Admin,11301,8729,5245,62417,3244
02/05/2021,5,MT,6388,122536,4278,4569,91611,2868,Report,6388,4278,0,0,0
02/05/2021,5,MN,26795,790907,27367,20121,601645,19975,Admin,26795,27368,6521,185313,7254
02/05/2021,5,OR,15170,487153,18252,8374,378078,11224,Report,15170,18252,0,0,0
02/05/2021,5,ID,12006,224559,7994,7551,164870,5725,Admin,12006,7994,4209,45377,2072
02/05/2021,5,DE,3442,114226,3847,2538,92265,2797,Report,3442,3847,0,0,0
02/05/2021,5,SD,5917,121593,3480,4224,85921,2203,Report,5917,3480,0,0,0
02/05/2021,5,GA,43582,1051622,34476,26452,860543,23923,Report,43582,34476,0,0,0
02/05/2021,5,WV,15066,291819,7408,5792,203731,3127,Report,15066,7408,0,0,0
02/05/2021,5,IL,69152,1247521,51860,56364,962345,39545,Report,69152,51860,0,0,0
02/05/2021,5,MP,366,11332,255,72,7633,164,Report,366,255,0,0,0
02/05/2021,5,MH,474,5965,236,419,5322,201,Admin,474,237,55,587,35
02/05/2021,5,MA,54836,953168,36010,38090,729211,25581,Admin,54836,36011,15454,212949,9989
02/05/2021,5,NM,12379,306945,9741,7574,231864,6112,Report,12379,9741,0,0,0
02/05/2021,5,WA,30586,827944,31553,20568,658508,23214,Report,30586,31553,0,0,0
02/05/2021,5,VT,2856,80054,2617,1211,57432,1421,Report,2856,2617,0,0,0
02/05/2021,5,KY,27994,483777,16733,15788,387902,10790,Report,27994,16733,0,0,0
02/05/2021,5,TX,204270,3953249,135695,122347,2928649,80139,Admin,204270,135695,81704,1018349,55377
02/05/2021,5,RI,5012,137764,4402,3185,98036,2716,Admin,5012,4403,1824,39702,1685
02/05/2021,5,GU,1534,37381,939,849,28336,710,Admin,1534,940,653,8415,214
02/05/2021,5,TN,45339,918200,30477,27356,626628,17617,Admin,45339,30478,17063,279021,12113
02/05/2021,5,ND,5961,142846,4543,3379,98554,2594,Admin,5961,4543,2534,42208,1918
02/05/2021,5,PA,83434,1811447,58597,54633,1380842,38830,Admin,83434,58597,28267,420004,19360
02/05/2021,5,AR,12948,351175,11597,7896,274459,7558,Report,12948,11597,0,0,0
02/05/2021,5,NJ,55968,1102523,35857,31431,855651,21347,Admin,55968,35857,24372,239804,14410
02/05/2021,5,KS,12199,263624,10441,8645,206997,7040,Report,12199,10441,0,0,0
02/05/2021,5,WY,6642,67417,2607,4269,53630,1741,Report,6642,2607,0,0,0
02/05/2021,5,NM,15773,468173,14206,7684,338366,8091,Admin,15773,14207,7869,123871,5928
02/05/2021,5,AK,9886,175786,5229,4217,124014,2030,Admin,9886,5230,5622,50930,3156
02/05/2021,5,MI,55367,1134175,38216,31242,866766,24504,Report,55367,38216,0,0,0
02/05/2021,5,MH,129,4553,89,117,4072,59,Report,129,89,0,0,0
02/05/2021,5,CT,21131,574619,14676,8953,423117,7597,Admin,21131,14676,12089,141409,6949
02/05/2021,5,MS,24979,275884,9019,15179,238039,6699,Report,24979,9019,0,0,0
02/05/2021,5,DC,4767,98862,3648,3354,69999,1835,Report,4767,3648,0,0,0
02/05/2021,5,WI,45473,845007,35204,26598,638962,23695,Admin,45473,35204,17941,182429,10232
02/05/2021,5,MI,66054,1402943,46523,30264,1018446,24545,Admin,66054,46523,35153,361405,21426
02/05/2021,5,UT,21918,429147,14475,11577,321630,8440,Admin,21918,14476,10295,107147,6006
02/05/2021,5,SC,21459,518892,19105,14753,418519,13761,Report,21459,19105,0,0,0
02/04/2021,5,OH,42691,1128082,48316,25364,908994,32239,Report,42691,48316,0,0,0
02/04/2021,5,DC,5463,132143,3986,2914,95707,2310,Admin,5463,3987,2390,33301,1588
02/04/2021,5,IN,33446,671191,17007,24122,541269,12413,Report,33446,17007,0,0,0
02/04/2021,5,VT,2480,77198,2618,864,56221,1406,Report,2480,2618,0,0,0
02/04/2021,5,AZ,52789,957356,35384,32870,766233,25474,Admin,52789,35384,19543,186891,9633
02/04/2021,5,NJ,63610,1046555,33059,39047,824220,20996,Admin,63610,33060,24433,215432,11975
02/04/2021,5,RP,0,3228,23,0,3109,6,Report,0,23,0,0,0
02/04/2021,5,UT,22401,407229,14030,15653,310053,8248,Admin,22401,14031,6712,96852,5755
02/04/2021,5,UT,28833,353469,16237,13035,258569,8205,Report,28833,16237,0,0,0
02/04/2021,5,US,2315307,44611655,1538261,1390820,33817023,972228,Admin,2315307,1538262,893447,10130201,541316
02/04/2021,5,RI,2402,103876,3391,1490,75963,2058,Report,2402,3391,0,0,0
02/04/2021,5,WV,17778,324344,7991,7606,228390,3463,Admin,17778,7991,10165,95805,4525
02/04/2021,5,MA,51490,898332,33398,37544,691121,24153,Admin,51490,33399,13375,197495,8951
02/04/2021,5,PR,22973,462507,15410,14197,341601,9629,Admin,22973,15410,8752,118712,5763
02/04/2021,5,TN,35948,872861,29229,22468,599272,17116,Admin,35948,29230,12675,261958,11413
02/04/2021,5,CT,23310,553488,14575,11603,414164,8193,Admin,23310,14575,11616,129320,6229
02/04/2021,5,FM,445,6699,457,436,6646,454,Report,445,457,0,0,0
02/04/2021,5,WA,31404,797358,32318,21600,637940,24202,Report,31404,32318,0,0,0
02/04/2021,5,MP,311,10966,245,290,7561,196,Report,311,245,0,0,0
02/04/2021,5,KS,10269,251425,8732,6326,198352,5831,Report,10269,8732,0,0,0
02/04/2021,5,OK,21944,484384,17304,10024,382044,10512,Report,21944,17304,0,0,0
02/04/2021,5,MA,27452,652929,23228,19690,517135,15873,Report,27452,23228,0,0,0
02/04/2021,5,GU,933,35847,997,675,27487,763,Admin,933,997,254,7762,220
02/04/2021,5,MS,0,250905,7094,0,222860,5901,Report,0,7094,0,0,0
02/04/2021,5,OR,17714,471983,18800,8455,369704,12025,Report,17714,18800,0,0,0
02/04/2021,5,OH,87971,1474616,55312,57695,1129055,35986,Admin,87971,55312,29534,335147,18679
02/04/2021,5,CA,260172,5027691,191380,188097,4069795,148285,Admin,260172,191381,67097,908695,40060
